,location,bath,price,total_sqft_float,bhk
2974,Kasavanhalli,4.0,272.0,4260.0,3.0
2975,Kasavanhalli,4.0,120.0,2111.0,2.0
2976,Kasavanhalli,3.0,92.0,1667.0,2.0
2977,Kasavanhalli,3.0,82.0,1494.0,2.0
2978,Kasavanhalli,2.0,72.0,1375.0,2.0
2979,Kasavanhalli,2.0,83.0,1495.0,2.0
2980,Kasavanhalli,3.0,132.0,1917.0,4.0
2981,Kasavanhalli,2.0,78.0,1375.0,2.0
2982,Kasavanhalli,2.0,95.0,1309.0,2.0
2983,Kasavanhalli,3.0,105.0,1476.0,2.0
2984,Kasavanhalli,2.0,67.0,1158.0,2.0
2985,Kasavanhalli,2.0,110.0,1495.0,3.0
2986,Kasavanhalli,2.0,85.0,1575.0,2.0
2987,Kasavanhalli,2.0,55.0,1069.0,2.0
2988,Kasavanhalli,2.0,68.0,1100.0,2.0
2989,Kasavanhalli,3.0,112.0,1715.0,2.0
2990,Kasavanhalli,2.0,65.0,1100.0,2.0
2991,Kasavanhalli,2.0,66.25,1230.0,2.0
2992,Kasavanhalli,3.0,79.0,1600.0,2.0
2993,Kasavanhalli,2.0,90.0,1585.0,2.0
2994,Kasavanhalli,2.0,80.0,1245.0,2.0
2995,Kasavanhalli,3.0,142.0,2035.0,3.0
2996,Kasavanhalli,3.0,110.0,1747.0,2.0
2997,Kasavanhalli,2.0,80.0,1377.0,2.0
2998,Kasavanhalli,2.0,75.0,1121.0,1.0
2999,Kasturi Nagar,2.0,92.0,1567.0,1.0
3000,Kasturi Nagar,3.0,80.0,1570.0,2.0
3001,Kasturi Nagar,2.0,80.0,1080.0,1.0
3002,Kasturi Nagar,2.0,65.0,1101.0,2.0
3003,Kasturi Nagar,2.0,80.0,1500.0,2.0
3004,Kasturi Nagar,3.0,125.0,1896.0,4.0
3005,Kasturi Nagar,3.0,110.0,1570.0,2.0
3006,Kasturi Nagar,2.0,58.0,1000.0,2.0
3007,Kasturi Nagar,2.0,66.0,1101.0,2.0
3008,Kasturi Nagar,4.0,155.0,2507.0,2.0
3009,Kathriguppe,2.0,77.0,1400.0,5.0
3010,Kathriguppe,2.0,68.75,1250.0,3.0
3011,Kathriguppe,2.0,68.48,1245.0,3.0
3012,Kathriguppe,2.0,87.01,1350.0,4.0
3013,Kathriguppe,2.0,80.99,1350.0,2.0
3014,Kathriguppe,2.0,75.08,1365.0,3.0
3015,Kathriguppe,3.0,77.99,1300.0,3.0
3016,Kathriguppe,2.0,80.99,1350.0,3.0
3017,Kathriguppe,2.0,76.45,1390.0,2.0
3018,Kathriguppe,3.0,78.3,1350.0,3.0
3019,Kathriguppe,2.0,68.75,1250.0,3.0
3020,Kathriguppe,3.0,77.99,1300.0,3.0
3021,Kathriguppe,2.0,73.43,1335.0,5.0
3022,Kathriguppe,3.0,77.99,1300.0,1.0
3023,Kathriguppe,3.0,77.99,1300.0,3.0
3024,Kathriguppe,2.0,73.43,1335.0,2.0
3025,Kathriguppe,3.0,80.99,1350.0,2.0
3026,Kathriguppe,2.0,68.75,1250.0,2.0
3027,Kathriguppe,3.0,80.99,1350.0,4.0
3028,Kaval Byrasandra,1.0,22.0,460.0,2.0
3029,Kaval Byrasandra,2.0,52.0,1020.0,2.0
3030,Kaval Byrasandra,2.0,50.0,945.0,2.0
3031,Kaval Byrasandra,2.0,45.0,1060.0,2.0
3032,Kaval Byrasandra,2.0,46.0,1100.0,2.0
3033,Kaval Byrasandra,2.0,53.0,997.0,3.0
3034,Kaval Byrasandra,2.0,42.0,1060.0,2.0
3035,Kaval Byrasandra,1.0,25.0,480.0,3.0
3036,Kaval Byrasandra,2.0,60.0,1180.0,4.0
3037,Kaval Byrasandra,3.0,75.0,1450.0,2.0
3038,Kaval Byrasandra,2.0,55.0,1066.0,3.0
3039,Kaval Byrasandra,2.0,60.0,1025.0,2.0
3040,Kaval Byrasandra,2.0,65.0,1900.0,2.0
3041,Kaval Byrasandra,3.0,200.0,2700.0,3.0
3042,Kaval Byrasandra,3.0,75.0,1400.0,2.0
3043,Kenchenahalli,2.0,58.0,1015.0,3.0
3044,Kenchenahalli,1.0,45.0,715.0,2.0
3045,Kenchenahalli,2.0,58.0,1150.0,2.0
3046,Kenchenahalli,2.0,69.0,1280.0,2.0
3047,Kenchenahalli,2.0,73.0,1410.0,2.0
3048,Kenchenahalli,1.0,45.0,870.0,3.0
3049,Kenchenahalli,2.0,60.0,1150.0,2.0
3050,Kenchenahalli,2.0,45.0,1165.0,2.0
3051,Kenchenahalli,2.0,52.0,1060.0,2.0
3052,Kenchenahalli,2.0,57.0,1150.0,4.0
3053,Kenchenahalli,2.0,60.0,1015.0,3.0
3054,Kengeri,2.0,64.0,1540.0,2.0
3055,Kengeri,2.0,38.0,750.0,2.0
3056,Kengeri,1.0,10.0,340.0,2.0
3057,Kengeri,2.0,58.0,1200.0,1.0
3058,Kengeri,2.0,31.0,726.0,2.0
3059,Kengeri,3.0,48.0,1250.0,2.0
3060,Kengeri,2.0,57.0,1025.0,2.0
3061,Kengeri,2.0,49.0,1082.0,2.0
3062,Kengeri,2.0,50.0,1255.0,2.0
3063,Kengeri,2.0,36.0,750.0,3.0
3064,Kengeri,2.0,37.0,927.0,2.0
3065,Kengeri,2.0,35.0,726.0,5.0
3066,Kengeri,2.0,27.54,918.0,2.0
3067,Kengeri,1.0,19.5,416.0,3.0
3068,Kengeri,2.0,30.0,900.0,5.0
3069,Kengeri,2.0,31.0,787.0,2.0
3070,Kengeri,1.0,25.0,502.0,3.0
3071,Kengeri,3.0,67.0,1200.0,5.0
3072,Kengeri,2.0,30.0,725.0,2.0
3073,Kengeri,1.0,22.5,540.0,2.0
3074,Kengeri,2.0,35.5,750.0,3.0
3075,Kengeri,3.0,80.0,1741.0,2.0
3076,Kengeri,2.0,58.0,1200.0,2.0
3077,Kengeri,2.0,25.0,400.0,2.0
3078,Kengeri,2.0,36.5,750.0,1.0
3079,Kengeri,4.0,160.0,2540.0,4.0
3080,Kengeri,2.0,34.0,1000.0,1.0
3081,Kengeri,2.0,43.57,1245.0,2.0
3082,Kengeri,2.0,49.0,883.0,3.0
3083,Kengeri,2.0,51.0,1052.0,3.0
3084,Kengeri,2.0,63.0,1220.0,3.0
3085,Kengeri,1.0,52.0,1150.0,3.0
3086,Kengeri,2.0,53.5,1192.0,4.0
3087,Kengeri,2.0,40.0,750.0,3.0
3088,Kengeri,1.0,35.0,600.0,3.0
3089,Kengeri,1.0,18.0,633.0,2.0
3090,Kengeri,2.0,51.5,1035.0,2.0
3091,Kengeri,1.0,25.0,400.0,2.0
3092,Kengeri Satellite Town,2.0,35.0,890.0,2.0
3093,Kengeri Satellite Town,2.0,45.0,883.0,2.0
3094,Kengeri Satellite Town,2.0,66.0,1415.0,2.0
3095,Kengeri Satellite Town,2.0,65.0,1043.0,2.0
3096,Kengeri Satellite Town,2.0,26.0,818.0,2.0
3097,Kengeri Satellite Town,2.0,50.0,1030.0,4.0
3098,Kengeri Satellite Town,2.0,32.0,795.0,2.0
3099,Kengeri Satellite Town,2.0,40.0,800.0,3.0
3100,Kengeri Satellite Town,1.0,22.0,654.0,2.0
3101,Kengeri Satellite Town,2.0,42.0,985.0,4.0
3102,Kengeri Satellite Town,2.0,160.0,2480.0,2.0
3103,Kengeri Satellite Town,1.0,15.0,410.0,2.0
3104,Kengeri Satellite Town,5.0,70.0,1200.0,2.0
3105,Kengeri Satellite Town,2.0,60.84,936.0,3.0
3106,Kengeri Satellite Town,2.0,50.0,1170.0,2.0
3107,Kengeri Satellite Town,2.0,25.0,777.4,1.0
3108,Kengeri Satellite Town,2.0,28.57,1025.0,1.0
3109,Kengeri Satellite Town,2.0,33.34,1191.0,2.0
3110,Kereguddadahalli,2.0,32.0,950.0,2.0
3111,Kereguddadahalli,2.0,48.0,1400.0,3.0
3112,Kereguddadahalli,2.0,30.0,904.0,3.0
3113,Kereguddadahalli,2.0,39.0,1300.0,1.0
3114,Kereguddadahalli,2.0,30.0,1000.0,2.0
3115,Kereguddadahalli,3.0,41.0,1240.0,1.0
3116,Kereguddadahalli,1.0,19.5,600.0,2.0
3117,Kereguddadahalli,2.0,32.0,1080.0,2.0
3118,Kereguddadahalli,2.0,34.0,1000.0,1.0
3119,Kereguddadahalli,2.0,42.0,1400.0,2.0
3120,Kereguddadahalli,2.0,33.0,800.0,3.0
3121,Kereguddadahalli,3.0,42.0,1280.0,3.0
3122,Kereguddadahalli,2.0,35.0,1015.0,3.0
3123,Kodichikkanahalli,2.0,57.0,1190.0,3.0
3124,Kodichikkanahalli,2.0,41.0,995.0,2.0
3125,Kodichikkanahalli,1.0,38.0,650.0,3.0
3126,Kodichikkanahalli,2.0,75.0,1495.0,2.0
3127,Kodichikkanahalli,4.0,180.0,3250.0,2.0
3128,Kodichikkanahalli,2.0,52.0,1125.0,2.0
3129,Kodichikkanahalli,2.0,85.0,1620.0,3.0
3130,Kodichikkanahalli,2.0,66.0,1025.0,3.0
3131,Kodichikkanahalli,2.0,45.0,1026.0,2.0
3132,Kodichikkanahalli,1.0,18.0,450.0,2.0
3133,Kodichikkanahalli,2.0,38.5,907.0,1.0
3134,Kodichikkanahalli,2.0,57.0,1181.0,3.0
3135,Kodichikkanahalli,2.0,42.0,900.0,3.0
3136,Kodichikkanahalli,2.0,53.0,1310.0,2.0
3137,Kodichikkanahalli,2.0,59.0,1680.0,1.0
3138,Kodichikkanahalli,2.0,50.0,976.0,3.0
3139,Kodichikkanahalli,2.0,58.0,1299.0,3.0
3140,Kodichikkanahalli,2.0,35.0,900.0,2.0
3141,Kodigehaali,2.0,55.0,1166.0,3.0
3142,Kodigehaali,3.0,65.0,1320.0,1.0
3143,Kodigehaali,2.0,56.0,1117.0,2.0
3144,Kodigehaali,2.0,60.0,1200.0,2.0
3145,Kodigehaali,3.0,177.0,2120.0,4.0
3146,Kodigehaali,2.0,51.0,1013.0,2.0
3147,Kodigehaali,3.0,65.0,1324.0,2.0
3148,Kodigehaali,2.0,38.0,965.0,2.0
3149,Kodigehaali,2.0,32.0,866.0,2.0
3150,Kodigehaali,3.0,80.0,1442.0,3.0
3151,Kodihalli,5.0,335.0,3252.0,2.0
3152,Kodihalli,4.0,270.0,2700.0,4.0
3153,Kodihalli,4.0,260.0,2392.0,2.0
3154,Kodihalli,4.0,260.0,2408.0,2.0
3155,Kodihalli,4.0,260.0,2500.0,3.0
3156,Kodihalli,3.0,130.0,1620.0,2.0
3157,Kodihalli,5.0,388.0,3260.0,3.0
3158,Kodihalli,5.0,335.0,3197.0,2.0
3159,Kodihalli,2.0,150.0,1490.0,2.0
3160,Kogilu,2.0,51.99,1170.0,2.0
3161,Kogilu,2.0,28.0,650.0,2.0
3162,Kogilu,2.0,50.66,1140.0,2.0
3163,Kogilu,3.0,150.0,1934.0,4.0
3164,Kogilu,3.0,127.0,1559.0,2.0
3165,Kogilu,2.0,50.66,1140.0,2.0
3166,Kogilu,3.0,120.0,1559.0,3.0
3167,Kogilu,2.0,55.55,1250.0,2.0
3168,Kogilu,2.0,49.0,952.0,3.0
3169,Kogilu,2.0,55.55,1250.0,1.0
3170,Konanakunte,3.0,223.0,2791.0,2.0
3171,Konanakunte,4.0,125.0,1200.0,2.0
3172,Konanakunte,2.0,130.0,1200.0,2.0
3173,Konanakunte,2.0,180.0,2400.0,2.0
3174,Konanakunte,2.0,85.0,1423.0,2.0
3175,Koramangala,2.0,165.0,1320.0,4.0
3176,Koramangala,3.0,160.0,1580.0,2.0
3177,Koramangala,3.0,130.0,1750.0,2.0
3178,Koramangala,5.0,425.0,3500.0,2.0
3179,Koramangala,1.0,110.0,1005.0,2.0
3180,Koramangala,4.0,275.0,2292.0,2.0
3181,Koramangala,2.0,100.0,1290.0,2.0
3182,Koramangala,2.0,119.0,1325.0,2.0
3183,Koramangala,2.0,75.2,1140.0,2.0
3184,Koramangala,2.0,100.0,1260.0,1.0
3185,Koramangala,2.0,200.0,1900.0,2.0
3186,Koramangala,3.0,286.0,2292.0,2.0
3187,Koramangala,3.0,290.0,2300.0,2.0
3188,Koramangala,2.0,115.0,1760.0,2.0
3189,Koramangala,2.0,150.0,1320.0,2.0
3190,Koramangala,2.0,110.0,1320.0,2.0
3191,Koramangala,3.0,115.0,1615.0,2.0
3192,Koramangala,3.0,300.0,2246.0,3.0
3193,Koramangala,2.0,115.0,1716.0,2.0
3194,Koramangala,2.0,100.0,1083.0,2.0
3195,Koramangala,3.0,200.0,1744.0,3.0
3196,Koramangala,2.0,128.0,1180.0,1.0
3197,Koramangala,2.0,160.0,1320.0,2.0
3198,Koramangala,2.0,165.0,1249.0,3.0
3199,Koramangala,2.0,100.0,1200.0,2.0
3200,Koramangala,3.0,300.0,2223.0,2.0
3201,Koramangala,4.0,210.0,1744.0,4.0
3202,Koramangala,4.0,245.0,1866.0,3.0
3203,Koramangala,2.0,160.0,1320.0,2.0
3204,Koramangala,2.0,103.0,1350.0,2.0
3205,Koramangala,4.0,625.0,6000.0,3.0
3206,Koramangala,2.0,160.0,1320.0,5.0
3207,Koramangala,3.0,210.0,1710.0,2.0
3208,Koramangala,3.0,250.0,1700.0,3.0
3209,Koramangala,2.0,95.0,1355.0,2.0
3210,Koramangala,3.0,170.0,1600.0,3.0
3211,Koramangala,2.0,100.0,1260.0,2.0
3212,Koramangala,4.0,150.0,1910.0,2.0
3213,Kothannur,3.0,82.0,1853.0,2.0
3214,Kothannur,2.0,40.0,1100.0,2.0
3215,Kothannur,2.0,60.0,1300.0,5.0
3216,Kothannur,2.0,47.88,1197.0,2.0
3217,Kothannur,2.0,34.0,740.0,2.0
3218,Kothannur,2.0,47.8,1197.0,2.0
3219,Kothannur,2.0,42.79,1070.0,4.0
3220,Kothannur,3.0,45.0,1270.0,2.0
3221,Kothannur,2.0,39.8,1275.0,2.0
3222,Kothannur,3.0,44.0,1275.0,2.0
3223,Kothannur,4.0,95.0,2000.0,3.0
3224,Kothannur,2.0,42.0,1350.0,2.0
3225,Kothannur,2.0,59.4,1485.0,3.0
3226,Kothannur,2.0,34.2,1085.0,2.0
3227,Kothannur,2.0,37.0,820.0,5.0
3228,Kothannur,2.0,56.15,1404.0,2.0
3229,Kothannur,4.0,45.0,1600.0,2.0
3230,Kothanur,2.0,150.0,2400.0,2.0
3231,Kothanur,3.0,105.0,1847.0,2.0
3232,Kothanur,5.0,550.0,9600.0,1.0
3233,Kothanur,3.0,110.0,1847.0,1.0
3234,Kothanur,3.0,71.0,1462.0,1.0
3235,Kothanur,3.0,105.0,1790.0,4.0
3236,Kothanur,3.0,97.0,1790.0,3.0
3237,Kothanur,4.0,175.0,2700.0,3.0
3238,Kothanur,2.0,106.0,1786.0,1.0
3239,Kothanur,3.0,107.0,1787.0,3.0
3240,Kothanur,5.0,80.0,1050.0,2.0
3241,Kothanur,3.0,120.0,1787.0,2.0
3242,Kothanur,2.0,59.0,1185.0,1.0
3243,Kothanur,3.0,105.0,1790.0,2.0
3244,Kothanur,3.0,80.0,1170.0,2.0
3245,Kothanur,3.0,120.0,1790.0,3.0
3246,Kothanur,3.0,71.5,1454.0,1.0
3247,Kudlu,2.0,53.5,1152.0,3.0
3248,Kudlu,2.0,43.0,1027.0,2.0
3249,Kudlu,2.0,44.0,1092.0,2.0
3250,Kudlu,2.0,43.0,1027.0,2.0
3251,Kudlu,2.0,55.0,1143.0,3.0
3252,Kudlu,2.0,60.0,1455.0,2.0
3253,Kudlu,2.0,50.0,1076.0,2.0
3254,Kudlu,2.0,44.0,1027.0,2.0
3255,Kudlu,2.0,53.0,1084.0,3.0
3256,Kudlu,2.0,56.0,1300.0,1.0
3257,Kudlu,2.0,44.0,1027.0,2.0
3258,Kudlu,2.0,60.0,1245.0,2.0
3259,Kudlu,2.0,44.0,1027.0,2.0
3260,Kudlu,3.0,114.0,2100.0,2.0
3261,Kudlu,2.0,44.0,1027.0,2.0
3262,Kudlu,1.0,33.0,720.0,3.0
3263,Kudlu,2.0,52.0,1162.0,2.0
3264,Kudlu,2.0,53.0,1041.0,2.0
3265,Kudlu Gate,3.0,83.0,1535.0,3.0
3266,Kudlu Gate,3.0,85.0,1535.0,3.0
3267,Kudlu Gate,3.0,78.0,1535.0,2.0
3268,Kudlu Gate,3.0,86.0,1535.0,2.0
3269,Kudlu Gate,2.0,92.0,1564.0,2.0
3270,Kudlu Gate,2.0,46.38,1364.0,2.0
3271,Kudlu Gate,2.0,55.0,1238.0,2.0
3272,Kudlu Gate,3.0,89.0,1335.0,3.0
3273,Kudlu Gate,1.0,52.0,703.0,3.0
3274,Kudlu Gate,3.0,83.0,1532.0,3.0
3275,Kudlu Gate,2.0,50.0,1113.0,2.0
3276,Kudlu Gate,2.0,49.81,1465.0,2.0
3277,Kudlu Gate,3.0,80.0,1656.0,2.0
3278,Kudlu Gate,2.0,103.0,1547.0,3.0
3279,Kudlu Gate,2.0,86.0,1336.0,1.0
3280,Kudlu Gate,3.0,121.0,1919.0,3.0
3281,Kudlu Gate,3.0,56.0,1464.0,2.0
3282,Kudlu Gate,3.0,85.0,1535.0,2.0
3283,Kudlu Gate,3.0,120.0,1850.0,3.0
3284,Kudlu Gate,2.0,69.57,940.0,3.0
3285,Kudlu Gate,2.0,44.96,1215.0,2.0
3286,Kudlu Gate,2.0,75.0,1164.0,3.0
3287,Kudlu Gate,2.0,79.54,1183.0,2.0
3288,Kudlu Gate,3.0,110.0,1850.0,2.0
3289,Kudlu Gate,2.0,50.0,1320.0,1.0
3290,Kudlu Gate,2.0,53.0,1310.0,2.0
3291,Kumaraswami Layout,4.0,139.0,2000.0,2.0
3292,Kumaraswami Layout,4.0,128.0,1270.0,3.0
3293,Kumaraswami Layout,2.0,48.5,1000.0,2.0
3294,Kumaraswami Layout,2.0,58.0,1000.0,5.0
3295,Kumaraswami Layout,4.0,325.0,2600.0,3.0
3296,Kumaraswami Layout,1.0,90.0,800.0,3.0
3297,Kumaraswami Layout,2.0,70.0,1310.0,2.0
3298,Kumaraswami Layout,4.0,75.0,623.0,2.0
3299,Kumaraswami Layout,2.0,72.0,600.0,4.0
3300,Kumaraswami Layout,1.0,78.0,850.0,3.0
3301,Kumaraswami Layout,4.0,300.0,2600.0,3.0
3302,Kumaraswami Layout,2.0,85.0,1310.0,2.0
3303,Kumaraswami Layout,4.0,123.0,2040.0,2.0
3304,Kumaraswami Layout,2.0,72.0,600.0,3.0
3305,Kundalahalli,3.0,125.0,1724.0,3.0
3306,Kundalahalli,2.0,57.99,735.0,2.0
3307,Kundalahalli,2.0,82.0,1047.0,2.0
3308,Kundalahalli,3.0,105.0,1397.0,2.0
3309,Kundalahalli,3.0,127.0,1724.0,3.0
3310,Kundalahalli,3.0,110.0,1397.0,3.0
3311,Kundalahalli,3.0,104.0,1397.0,2.0
3312,Kundalahalli,3.0,108.0,1397.0,4.0
3313,Kundalahalli,3.0,150.0,1920.0,2.0
3314,Kundalahalli,3.0,105.0,1397.0,2.0
3315,Kundalahalli,3.0,80.0,1800.0,2.0
3316,Kundalahalli,3.0,124.0,1724.0,2.0
3317,Kundalahalli,2.0,84.0,1047.0,1.0
3318,Kundalahalli,2.0,83.0,1047.0,2.0
3319,Kundalahalli,4.0,550.0,7000.0,4.0
3320,Kundalahalli,2.0,82.62,1047.0,3.0
3321,Kundalahalli,2.0,91.0,1047.0,2.0
3322,Kundalahalli,3.0,146.0,1724.0,5.0
3323,Kundalahalli,3.0,170.0,1600.0,2.0
3324,Kundalahalli,2.0,78.0,1496.0,2.0
3325,Kundalahalli,3.0,125.0,1724.0,3.0
3326,Kundalahalli,2.0,48.27,1010.0,2.0
3327,Kundalahalli,2.0,89.0,1047.0,3.0
3328,Kundalahalli,5.0,245.0,2500.0,3.0
3329,Kundalahalli,3.0,105.0,1397.0,3.0
3330,Kundalahalli,3.0,110.0,1800.0,2.0
3331,Kundalahalli,2.0,72.0,1047.0,2.0
3332,Kundalahalli,2.0,58.0,1260.0,2.0
3333,Kundalahalli,4.0,230.0,3092.0,2.0
3334,Kundalahalli,2.0,70.0,1065.0,2.0
3335,Kundalahalli,3.0,146.0,1724.0,2.0
3336,Kundalahalli,2.0,91.0,1047.0,2.0
3337,Kundalahalli,3.0,128.0,1724.0,2.0
3338,Kundalahalli,2.0,74.0,1315.0,2.0
3339,Kundalahalli,3.0,150.0,2100.0,2.0
3340,Kundalahalli,3.0,125.0,1724.0,2.0
3341,Kundalahalli,3.0,140.0,1724.0,2.0
3342,Kundalahalli,2.0,65.0,1175.0,2.0
3343,LB Shastri Nagar,3.0,65.0,1600.0,2.0
3344,LB Shastri Nagar,2.0,55.0,1043.0,2.0
3345,LB Shastri Nagar,2.0,69.0,1184.0,2.0
3346,LB Shastri Nagar,1.0,32.0,665.0,3.0
3347,LB Shastri Nagar,2.0,48.5,1250.0,3.0
3348,LB Shastri Nagar,2.0,80.0,1400.0,4.0
3349,LB Shastri Nagar,2.0,62.0,1184.0,3.0
3350,LB Shastri Nagar,2.0,47.0,1200.0,3.0
3351,LB Shastri Nagar,2.0,75.0,1200.0,3.0
3352,LB Shastri Nagar,2.0,49.5,1000.0,2.0
3353,Laggere,5.0,125.0,2800.0,2.0
3354,Laggere,1.0,125.0,1200.0,4.0
3355,Laggere,2.0,48.0,620.0,3.0
3356,Lakshminarayana Pura,2.0,75.0,1185.0,2.0
3357,Lakshminarayana Pura,2.0,108.0,1600.0,2.0
3358,Lakshminarayana Pura,2.0,75.0,1180.0,1.0
3359,Lakshminarayana Pura,2.0,82.0,1172.0,4.0
3360,Lakshminarayana Pura,2.0,75.0,1149.0,1.0
3361,Lakshminarayana Pura,2.0,100.0,1336.0,2.0
3362,Lakshminarayana Pura,2.0,75.0,1175.0,2.0
3363,Lakshminarayana Pura,3.0,104.0,1500.0,3.0
3364,Lakshminarayana Pura,2.0,75.0,1210.0,5.0
3365,Lakshminarayana Pura,2.0,75.0,1169.0,2.0
3366,Lakshminarayana Pura,2.0,75.0,1200.0,2.0
3367,Lakshminarayana Pura,2.0,75.0,1172.0,2.0
3368,Lakshminarayana Pura,2.0,75.0,1180.0,2.0
3369,Lakshminarayana Pura,2.0,83.0,1200.0,1.0
3370,Lakshminarayana Pura,2.0,80.0,1200.0,2.0
3371,Lakshminarayana Pura,2.0,80.0,1200.0,3.0
3372,Lingadheeranahalli,3.0,95.0,1511.0,2.0
3373,Lingadheeranahalli,3.0,109.0,1683.0,2.0
3374,Lingadheeranahalli,3.0,93.0,1519.0,2.0
3375,Lingadheeranahalli,3.0,94.99,1521.0,2.0
3376,Lingadheeranahalli,3.0,120.0,1682.0,2.0
3377,Lingadheeranahalli,3.0,130.0,1893.0,3.0
3378,Lingadheeranahalli,3.0,110.0,1705.0,2.0
3379,Lingadheeranahalli,4.0,154.0,2245.0,2.0
3380,Lingadheeranahalli,3.0,113.0,1682.0,2.0
3381,Lingadheeranahalli,3.0,114.0,1682.0,3.0
3382,Lingadheeranahalli,3.0,110.0,1683.0,2.0
3383,Lingadheeranahalli,3.0,120.0,1684.0,2.0
3384,Lingadheeranahalli,4.0,153.0,2236.0,2.0
3385,Lingadheeranahalli,4.0,160.0,2240.0,3.0
3386,Magadi Road,2.0,50.0,1116.0,3.0
3387,Magadi Road,2.0,55.78,1005.0,3.0
3388,Magadi Road,2.0,46.5,1000.0,3.0
3389,Magadi Road,2.0,93.0,1500.0,3.0
3390,Magadi Road,1.0,100.0,1350.0,2.0
3391,Magadi Road,2.0,58.82,1322.0,3.0
3392,Magadi Road,2.0,55.38,1191.0,3.0
3393,Magadi Road,2.0,51.89,1116.0,2.0
3394,Magadi Road,2.0,60.0,1052.0,3.0
3395,Magadi Road,2.0,50.0,940.0,5.0
3396,Magadi Road,2.0,68.0,1318.0,2.0
3397,Magadi Road,2.0,55.195,1187.0,3.0
3398,Magadi Road,2.0,48.0,884.0,3.0
3399,Mahadevpura,3.0,78.0,1720.0,2.0
3400,Mahadevpura,2.0,52.0,1150.0,2.0
3401,Mahadevpura,1.0,35.0,730.0,2.0
3402,Mahadevpura,2.0,67.39,1434.0,3.0
3403,Mahadevpura,2.0,53.8,1146.0,3.0
3404,Mahadevpura,2.0,62.0,1532.0,2.0
3405,Mahadevpura,2.0,76.0,1620.0,2.0
3406,Mahadevpura,2.0,64.5,1136.0,5.0
3407,Mahadevpura,2.0,65.8,1400.0,3.0
3408,Mahadevpura,2.0,53.4,1137.0,2.0
3409,Mahadevpura,3.0,95.0,1601.0,3.0
3410,Mahadevpura,3.0,75.0,1450.0,3.0
3411,Mahadevpura,2.0,54.0,1152.0,2.0
3412,Mahadevpura,3.0,64.0,1505.0,2.0
3413,Mahadevpura,3.0,78.0,1505.0,2.0
3414,Mahadevpura,2.0,70.0,1500.0,2.0
3415,Mahadevpura,2.0,58.0,1236.0,2.0
3416,Mahadevpura,2.0,58.0,1236.0,3.0
3417,Mahadevpura,2.0,53.0,1120.0,3.0
3418,Mahalakshmi Layout,5.0,158.0,1575.0,3.0
3419,Mahalakshmi Layout,5.0,200.0,1200.0,2.0
3420,Mahalakshmi Layout,4.0,190.0,1135.0,3.0
3421,Mahalakshmi Layout,3.0,160.0,1200.0,2.0
3422,Mahalakshmi Layout,2.0,110.0,1200.0,3.0
3423,Mahalakshmi Layout,3.0,150.0,1876.0,1.0
3424,Mallasandra,3.0,95.0,1665.0,2.0
3425,Mallasandra,3.0,86.58,1665.0,4.0
3426,Mallasandra,2.0,61.0,1340.0,2.0
3427,Mallasandra,2.0,70.0,1325.0,3.0
3428,Mallasandra,3.0,86.91,1665.0,3.0
3429,Mallasandra,2.0,70.0,1325.0,2.0
3430,Mallasandra,2.0,40.0,905.0,2.0
3431,Mallasandra,2.0,73.0,1325.0,1.0
3432,Mallasandra,2.0,69.0,1565.0,1.0
3433,Mallasandra,2.0,35.0,905.0,2.0
3434,Mallasandra,2.0,72.0,1524.0,2.0
3435,Mallasandra,2.0,76.3,1100.0,3.0
3436,Malleshpalya,2.0,46.86,1225.0,1.0
3437,Malleshpalya,3.0,75.0,1785.0,5.0
3438,Malleshpalya,2.0,50.0,1052.0,2.0
3439,Malleshpalya,2.0,77.0,1405.0,2.0
3440,Malleshpalya,2.0,50.0,1065.0,2.0
3441,Malleshpalya,2.0,55.0,1210.0,1.0
3442,Malleshpalya,3.0,60.0,1900.0,2.0
3443,Malleshpalya,2.0,40.0,1060.0,2.0
3444,Malleshpalya,2.0,69.5,1430.0,4.0
3445,Malleshpalya,2.0,90.0,1421.0,4.0
3446,Malleshpalya,2.0,55.0,1245.0,3.0
3447,Malleshpalya,2.0,46.0,1200.0,2.0
3448,Malleshpalya,2.0,52.0,1225.0,2.0
3449,Malleshwaram,5.0,325.0,2500.0,4.0
3450,Malleshwaram,1.0,62.5,686.0,2.0
3451,Malleshwaram,4.0,332.0,2475.0,3.0
3452,Malleshwaram,4.0,320.0,2475.0,2.0
3453,Malleshwaram,2.0,158.0,1420.0,2.0
3454,Malleshwaram,3.0,250.0,2000.0,3.0
3455,Malleshwaram,3.0,275.0,2215.0,2.0
3456,Malleshwaram,4.0,300.0,2475.0,2.0
3457,Malleshwaram,3.0,237.0,2600.0,2.0
3458,Malleshwaram,4.0,310.0,2215.0,4.0
3459,Malleshwaram,1.0,60.0,480.0,2.0
3460,Malleshwaram,4.0,326.0,2475.0,3.0
3461,Malleshwaram,3.0,337.0,2476.0,1.0
3462,Malleshwaram,2.0,90.0,900.0,2.0
3463,Malleshwaram,3.0,200.0,2250.0,2.0
3464,Malleshwaram,2.0,72.0,900.0,2.0
3465,Malleshwaram,1.0,86.8,620.0,2.0
3466,Malleshwaram,4.0,337.0,2475.0,3.0
3467,Malleshwaram,3.0,275.0,2215.0,2.0
3468,Malleshwaram,3.0,330.0,2215.0,5.0
3469,Malleshwaram,2.0,80.0,1020.0,2.0
